Age,Gender,Marital_Status,Occupation,Monthly_Income,Educational_Qualifications,Family_size,Latitude,Longitude,Pin_code,Medium,Meal,Preference,Ease_and_convenient,Time_saving,More_Offers_and_Discount,Health_Concern,Poor_Hygiene,Bad_past_experience,Unaffordable,Order_Time,Maximum_wait_time,Buy_again
23,Female,Single,Student,No Income,Graduate,5,13.0206,77.6479,560043,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Weekdays (Mon-Fri),45 minutes,Yes
23,Female,Single,Student,No Income,Graduate,5,13.0206,77.6479,560043,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Weekdays (Mon-Fri),45 minutes,Yes
26,Male,Married,Employee,25001 to 50000,Graduate,5,12.9579,77.6309,560007,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Agree,Weekend (Sat & Sun),60 minutes,No
32,Female,Married,House wife,No Income,Uneducated,3,13.014,77.5658,560012,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Anytime (Mon-Sun),30 minutes,No
24,Female,Single,Student,10001 to 25000,Post Graduate,3,12.9335,77.5691,560028,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Neutral,Strongly agree,Agree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,No
23,Male,Single,Student,No Income,Post Graduate,2,12.9442,77.6076,560030,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Weekend (Sat & Sun),45 minutes,Yes
22,Female,Single,Employee,10001 to 25000,Graduate,3,12.9698,77.75,560066,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
24,Female,Single,Student,No Income,Ph.D,3,12.9438,77.5738,560004,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
26,Male,Single,Employee,25001 to 50000,Graduate,2,12.9261,77.6221,560034,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Anytime (Mon-Sun),15 minutes,Yes
28,Male,Married,Employee,More than 50000,Graduate,3,12.9698,77.75,560066,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Anytime (Mon-Sun),45 minutes,No
26,Male,Single,Employee,More than 50000,Post Graduate,2,12.9698,77.75,560066,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Weekend (Sat & Sun),45 minutes,No
25,Male,Single,Student,No Income,Post Graduate,1,12.9343,77.6044,560029,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Weekend (Sat & Sun),30 minutes,Yes
25,Male,Single,Employee,Below Rs.10000,Graduate,2,12.9698,77.75,560066,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Anytime (Mon-Sun),30 minutes,No
18,Male,Single,Student,No Income,Graduate,5,12.9635,77.5821,560002,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Neutral,Anytime (Mon-Sun),45 minutes,Yes
21,Male,Single,Student,No Income,Post Graduate,4,12.977,77.5773,560009,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Anytime (Mon-Sun),30 minutes,Yes
25,Male,Single,Student,No Income,Post Graduate,1,12.9343,77.6044,560029,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Weekend (Sat & Sun),30 minutes,Yes
25,Male,Single,Student,Below Rs.10000,Post Graduate,2,12.9925,77.5633,560021,Walk-in,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Disagree,Neutral,Agree,Disagree,Neutral,Strongly agree,Weekend (Sat & Sun),45 minutes,Yes
23,Female,Single,Student,No Income,Graduate,5,13.0206,77.6479,560043,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Weekdays (Mon-Fri),45 minutes,Yes
23,Male,Single,Employee,10001 to 25000,Post Graduate,2,12.985,77.5533,560010,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Anytime (Mon-Sun),30 minutes,Yes
25,Female,Married,Employee,25001 to 50000,Graduate,4,12.9551,77.6593,560017,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Anytime (Mon-Sun),15 minutes,No
31,Female,Married,House wife,No Income,School,5,13.0289,77.54,560022,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Male,Prefer not to say,Self Employeed,More than 50000,Ph.D,2,13.0138,77.5877,560006,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),15 minutes,No
32,Female,Married,Employee,25001 to 50000,Graduate,5,12.9261,77.6221,560034,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,Agree,Agree,Disagree,Neutral,Disagree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Yes
25,Male,Single,Employee,25001 to 50000,Graduate,3,12.9766,77.5993,560001,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Disagree,Anytime (Mon-Sun),45 minutes,Yes
27,Female,Married,Self Employeed,More than 50000,Graduate,5,12.9766,77.5993,560001,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,No
26,Male,Single,Self Employeed,25001 to 50000,Graduate,3,12.9766,77.5993,560001,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Weekdays (Mon-Fri),More than 60 minutes,Yes
26,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,12.9635,77.5821,560002,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
32,Male,Married,Employee,More than 50000,Ph.D,5,12.9635,77.5821,560002,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Male,Married,Self Employeed,More than 50000,Ph.D,6,12.9635,77.5821,560002,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Anytime (Mon-Sun),30 minutes,No
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,12.9635,77.5821,560002,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
23,Male,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Weekend (Sat & Sun),30 minutes,Yes
25,Male,Single,Student,No Income,Post Graduate,4,12.977,77.5773,560009,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Anytime (Mon-Sun),30 minutes,Yes
23,Male,Single,Student,No Income,Post Graduate,3,12.977,77.5773,560009,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Weekend (Sat & Sun),30 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,4,13.0487,77.5923,560024,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
28,Male,Married,Employee,More than 50000,Post Graduate,3,13.0019,77.5713,560003,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Yes
32,Female,Married,Employee,More than 50000,Graduate,1,13.0019,77.5713,560003,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Agree,Anytime (Mon-Sun),30 minutes,No
23,Male,Single,Student,No Income,Post Graduate,2,13.0019,77.5713,560003,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
19,Male,Single,Student,No Income,Graduate,2,13.0019,77.5713,560003,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Anytime (Mon-Sun),15 minutes,No
19,Female,Single,Student,No Income,Graduate,4,12.9537,77.6176,560047,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral,Anytime (Mon-Sun),45 minutes,Yes
27,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.9698,77.75,560066,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Anytime (Mon-Sun),30 minutes,No
25,Male,Single,Self Employeed,25001 to 50000,Graduate,3,12.998,77.6227,560005,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
33,Male,Married,Employee,More than 50000,Ph.D,5,12.998,77.6227,560005,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Anytime (Mon-Sun),30 minutes,No
26,Female,Single,Employee,More than 50000,Graduate,3,12.998,77.6227,560005,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Anytime (Mon-Sun),45 minutes,Yes
22,Female,Single,Student,Below Rs.10000,Post Graduate,4,12.9343,77.6044,560029,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Weekend (Sat & Sun),45 minutes,Yes
23,Male,Single,Student,No Income,Post Graduate,3,13.102,77.5864,560064,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Anytime (Mon-Sun),30 minutes,No
22,Female,Single,Student,No Income,Graduate,3,13.0158,77.539,560096,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
25,Male,Married,Employee,25001 to 50000,Graduate,2,12.998,77.6227,560005,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
30,Female,Married,House wife,No Income,School,5,12.998,77.6227,560005,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Weekdays (Mon-Fri),30 minutes,Yes
24,Male,Single,Student,No Income,Post Graduate,3,13.0138,77.5877,560006,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),15 minutes,No
25,Male,Single,Employee,10001 to 25000,Post Graduate,3,13.0138,77.5877,560006,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
23,Male,Single,Student,More than 50000,Post Graduate,3,12.977,77.5773,560009,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Female,Single,Student,No Income,Post Graduate,4,13.0496,77.4941,560073,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Anytime (Mon-Sun),30 minutes,Yes
32,Male,Married,Employee,10001 to 25000,Graduate,4,12.9783,77.6408,560038,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Weekend (Sat & Sun),30 minutes,Yes
22,Male,Single,Student,No Income,Post Graduate,4,12.9889,77.5741,560020,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Anytime (Mon-Sun),30 minutes,Yes
23,Male,Single,Student,More than 50000,Post Graduate,3,12.977,77.5773,560009,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,4,13.0487,77.5923,560024,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
20,Male,Single,Student,No Income,Graduate,2,12.9579,77.6309,560007,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
21,Male,Single,Student,No Income,Graduate,2,12.9579,77.6309,560007,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Anytime (Mon-Sun),30 minutes,Yes
24,Female,Married,Self Employeed,10001 to 25000,Graduate,5,12.9579,77.6309,560007,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),45 minutes,Yes
23,Female,Single,Student,No Income,Post Graduate,4,13.0487,77.5923,560024,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
25,Male,Single,Employee,25001 to 50000,Post Graduate,3,12.985,77.5533,560010,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
32,Female,Married,House wife,No Income,Graduate,3,12.985,77.5533,560010,Direct call,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Yes
27,Male,Married,Employee,More than 50000,Ph.D,5,12.985,77.5533,560010,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Disagree,Anytime (Mon-Sun),15 minutes,No
20,Female,Single,Student,No Income,Graduate,2,12.9337,77.59,560011,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
21,Male,Single,Student,No Income,Graduate,2,12.9337,77.59,560011,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
26,Male,Single,Employee,More than 50000,Post Graduate,3,12.9337,77.59,560011,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),15 minutes,No
25,Male,Single,Employee,10001 to 25000,Graduate,4,13.0166,77.6804,560016,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Anytime (Mon-Sun),45 minutes,Yes
26,Male,Single,Employee,25001 to 50000,Post Graduate,3,13.014,77.5658,560012,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
26,Female,Married,Employee,25001 to 50000,Graduate,3,13.014,77.5658,560012,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
27,Male,Single,Employee,More than 50000,Ph.D,4,13.0503,77.5529,560013,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Anytime (Mon-Sun),15 minutes,No
27,Female,Single,Student,No Income,Ph.D,5,13.0503,77.5529,560013,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Strongly disagree,Neutral,Agree,Agree,Disagree,Anytime (Mon-Sun),15 minutes,No
24,Female,Single,Student,No Income,Post Graduate,5,12.9883,77.5987,560051,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Anytime (Mon-Sun),45 minutes,Yes
25,Male,Married,Self Employeed,More than 50000,School,2,13.0626,77.5284,560015,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Yes
20,Male,Single,Student,No Income,Graduate,2,13.0626,77.5284,560015,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Anytime (Mon-Sun),15 minutes,No
22,Male,Single,Student,No Income,Post Graduate,1,13.0626,77.5284,560015,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),More than 60 minutes,Yes
26,Female,Married,Student,Below Rs.10000,Ph.D,3,13.0166,77.6804,560016,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Yes
27,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,1,13.0166,77.6804,560016,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Yes
25,Female,Single,Student,No Income,Post Graduate,3,12.9551,77.6593,560017,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
24,Male,Single,Employee,Below Rs.10000,Graduate,2,12.9551,77.6593,560017,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Anytime (Mon-Sun),30 minutes,Yes
23,Female,Single,Employee,10001 to 25000,Graduate,6,12.9551,77.6593,560017,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Weekend (Sat & Sun),45 minutes,Yes
22,Male,Single,Student,No Income,Graduate,2,12.957,77.5637,560018,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,No
26,Male,Married,Self Employeed,More than 50000,Post Graduate,3,12.957,77.5637,560018,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Weekdays (Mon-Fri),60 minutes,No
26,Male,Single,Employee,Below Rs.10000,Post Graduate,1,12.957,77.5637,560018,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Strongly disagree,Neutral,Disagree,Anytime (Mon-Sun),30 minutes,Yes
25,Female,Married,Self Employeed,25001 to 50000,Post Graduate,3,12.957,77.5637,560018,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Anytime (Mon-Sun),30 minutes,No
29,Female,Married,Employee,More than 50000,Graduate,3,12.957,77.5637,560018,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Weekend (Sat & Sun),45 minutes,No
23,Male,Single,Student,Below Rs.10000,Graduate,3,12.8652,77.524,560109,Direct call,Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Yes
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.9698,77.75,560066,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Weekend (Sat & Sun),45 minutes,Yes
22,Male,Single,Student,No Income,Graduate,2,12.9889,77.5741,560020,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),15 minutes,No
32,Female,Married,House wife,No Income,School,5,12.9889,77.5741,560020,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Weekend (Sat & Sun),60 minutes,Yes
28,Male,Married,Employee,More than 50000,Post Graduate,1,12.9925,77.5633,560021,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
22,Male,Single,Student,No Income,Post Graduate,2,12.977,77.5773,560009,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Anytime (Mon-Sun),30 minutes,Yes
25,Male,Single,Employee,10001 to 25000,Graduate,2,12.9757,77.5586,560023,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Anytime (Mon-Sun),60 minutes,Yes
26,Female,Married,Employee,25001 to 50000,Post Graduate,2,12.9757,77.5586,560023,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Agree,Strongly agree,Agree,Disagree,Weekend (Sat & Sun),30 minutes,No
31,Male,Married,Self Employeed,More than 50000,School,6,13.0487,77.5923,560024,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Anytime (Mon-Sun),45 minutes,Yes
24,Male,Single,Student,No Income,Post Graduate,3,13.0487,77.5923,560024,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,No
